Name|Cluster|Dist|f_Dist|r_Dist|log(Age)|Vmag|(B-V)0|log(Lx)|log(Lx/Lb)|_RA|_DE
Cl Melotte 22 1348     |Pleiades    | 134.0| |k      | 8.12|12.58| 1.11|22.09|-3.73|056.82525|+24.39078
Cl Melotte 22 799      |Pleiades    | 134.0| |k      | 8.12|12.91| 1.09|22.35|-3.33|056.46033|+23.87394
Cl Melotte 22 97       |Pleiades    | 134.0| |k      | 8.12|12.53| 1.04|22.39|-3.42|055.86092|+24.99433
Cl Melotte 22 1454     |Pleiades    | 134.0| |k      | 8.12|12.74| 1.04|22.16|-3.55|056.89033|+24.68422
Cl Melotte 22 3197     |Pleiades    | 134.0| |k      | 8.12|11.98| 1.03|23.14|-2.87|058.00933|+24.66331
Cl Melotte 22 324      |Pleiades    | 134.0| |k      | 8.12|12.87| 1.01|22.85|-2.79|056.09129|+24.76842
Cl Melotte 22 676      |Pleiades    | 134.0| |k      | 8.12|12.74| 1.00|22.00|-3.69|056.37325|+23.76053
Cl Melotte 22 885      |Pleiades    | 134.0| |k      | 8.12|11.96| 0.98|21.98|-4.01|056.53237|+24.86681
Cl Melotte 22 1332     |Pleiades    | 134.0| |k      | 8.12|12.41| 0.98|22.57|-3.24|056.80637|+23.71431
Cl Melotte 22 2741     |Pleiades    | 134.0| |k      | 8.12|12.53| 0.97|22.38|-3.37|057.64404|+24.50783
Cl Melotte 22 3163     |Pleiades    | 134.0| |k      | 8.12|12.65| 0.97|22.78|-2.92|057.97246|+24.38703
Cl Melotte 22 1298     |Pleiades    | 134.0| |k      | 8.12|12.21| 0.96|22.51|-3.36|056.77825|+23.71517
Cl Melotte 22 1124     |Pleiades    | 134.0| |k      | 8.12|12.20| 0.94|22.47|-3.39|056.66408|+24.02969
Cl Melotte 22 2881     |Pleiades    | 134.0| |k      | 8.12|11.45| 0.93|22.90|-3.26|057.72633|+23.83489
Cl Melotte 22 2034     |Pleiades    | 134.0| |k      | 8.12|12.53| 0.92|22.67|-3.05|057.20550|+23.97733
Cl Melotte 22 2407     |Pleiades    | 134.0| |k      | 8.12|12.07| 0.91|22.16|-3.74|057.42612|+24.46306
Cl Melotte 22 3096     |Pleiades    | 134.0| |k      | 8.12|11.97| 0.89|22.74|-3.19|057.91367|+24.54894
Cl Melotte 22 34       |Pleiades    | 134.0| |k      | 8.12|11.84| 0.88|21.98|-4.00|055.76226|+24.66976
Cl Melotte 22 1095     |Pleiades    | 134.0| |k      | 8.12|11.71| 0.88|22.00|-4.03|056.65739|+24.74770
Cl Melotte 22 263      |Pleiades    | 134.0| |k      | 8.12|11.51| 0.84|22.80|-3.29|056.01958|+24.27639
Cl Melotte 22 303      |Pleiades    | 134.0| |k      | 8.12|10.36| 0.84|22.87|-3.68|056.06106|+24.10190
Cl Melotte 22 916      |Pleiades    | 134.0| |k      | 8.12|11.59| 0.83|22.22|-3.83|056.54892|+24.62231
Cl Melotte 22 2278     |Pleiades    | 134.0| |k      | 8.12|10.82| 0.83|22.58|-3.78|057.35716|+24.93763
Cl Melotte 22 2880     |Pleiades    | 134.0| |k      | 8.12|11.63| 0.82|21.98|-4.05|057.72952|+24.19747
Cl Melotte 22 2027     |Pleiades    | 134.0| |k      | 8.12|10.81| 0.81|22.42|-3.94|057.20395|+24.26744
Cl Melotte 22 173      |Pleiades    | 134.0| |k      | 8.12|10.77| 0.80|22.16|-4.21|055.95170|+25.19013
Cl Melotte 22 1275     |Pleiades    | 134.0| |k      | 8.12|11.33| 0.79|22.08|-4.07|056.75590|+23.49499
Cl Melotte 22 625      |Pleiades    | 134.0| |k      | 8.12|11.46| 0.78|23.19|-2.88|056.33828|+23.72750
Cl Melotte 22 738      |Pleiades    | 134.0| |k      | 8.12|11.04| 0.75|23.25|-3.00|056.41420|+23.75428
Cl Melotte 22 746      |Pleiades    | 134.0| |k      | 8.12|11.18| 0.73|22.06|-4.13|056.42437|+24.43151
Cl Melotte 22 2644     |Pleiades    | 134.0| |k      | 8.12|10.97| 0.73|22.04|-4.23|057.58708|+24.46676
Cl Melotte 22 1032     |Pleiades    | 134.0| |k      | 8.12|10.98| 0.71|23.16|-3.10|056.61837|+24.43392
Cl Melotte 22 1117     |Pleiades    | 134.0| |k      | 8.12|10.08| 0.69|22.33|-4.29|056.65708|+23.78774
Cl Melotte 22 293      |Pleiades    | 134.0| |k      | 8.12|10.67| 0.66|22.13|-4.25|056.05799|+24.77939
Cl Melotte 22 514      |Pleiades    | 134.0| |k      | 8.12|10.61| 0.66|22.21|-4.18|056.26668|+25.25784
Cl Melotte 22 253      |Pleiades    | 134.0| |k      | 8.12|10.54| 0.64|23.46|-2.97|056.01473|+24.50424
Cl Melotte 22 250      |Pleiades    | 134.0| |k      | 8.12|10.58| 0.63|22.39|-4.02|056.01766|+24.98985
Cl Melotte 22 761      |Pleiades    | 134.0| |k      | 8.12|10.43| 0.63|22.85|-3.62|056.43504|+24.22034
Cl Melotte 22 1514     |Pleiades    | 134.0| |k      | 8.12|10.41| 0.62|22.27|-4.20|056.91854|+24.36458
Cl Melotte 22 1015     |Pleiades    | 134.0| |k      | 8.12|10.42| 0.61|22.33|-4.14|056.61392|+25.13555
Cl Melotte 22 314      |Pleiades    | 134.0| |k      | 8.12|10.44| 0.60|23.28|-3.18|056.08372|+24.79618
Cl Melotte 22 996      |Pleiades    | 134.0| |k      | 8.12|10.30| 0.59|22.55|-3.97|056.59442|+24.57012
Cl Melotte 22 489      |Pleiades    | 134.0| |k      | 8.12|10.30| 0.58|22.32|-4.20|056.23500|+24.43261
Cl Melotte 22 708      |Pleiades    | 134.0| |k      | 8.12|10.01| 0.58|22.78|-3.85|056.39745|+24.08332
Cl Melotte 22 739      |Pleiades    | 134.0| |k      | 8.12| 9.45| 0.58|23.29|-3.57|056.42549|+24.90603
Cl Melotte 22 1215     |Pleiades    | 134.0| |k      | 8.12|10.43| 0.58|22.34|-4.12|056.72399|+23.58356
Cl Melotte 22 2172     |Pleiades    | 134.0| |k      | 8.12|10.32| 0.58|22.30|-4.21|057.29890|+24.63659
Cl Melotte 22 1101     |Pleiades    | 134.0| |k      | 8.12|10.13| 0.57|22.37|-4.20|056.66154|+24.95964
Cl Melotte 22 2786     |Pleiades    | 134.0| |k      | 8.12|10.19| 0.56|22.38|-4.17|057.66698|+23.93304
Cl Melotte 22 476      |Pleiades    | 134.0| |k      | 8.12| 9.94| 0.52|22.52|-4.13|056.22430|+23.92127
Cl Melotte 22 1856     |Pleiades    | 134.0| |k      | 8.12| 9.90| 0.52|22.10|-4.56|057.10897|+24.04852
Cl Melotte 22 3179     |Pleiades    | 134.0| |k      | 8.12| 9.92| 0.52|22.27|-4.38|057.98693|+23.90197
Cl Melotte 22 727      |Pleiades    | 134.0| |k      | 8.12| 9.58| 0.51|22.98|-3.81|056.41733|+24.62735
Cl Melotte 22 1726     |Pleiades    | 134.0| |k      | 8.12| 9.13| 0.51|22.56|-4.41|057.02964|+24.14213
Cl Melotte 22 405      |Pleiades    | 134.0| |k      | 8.12| 9.71| 0.50|22.65|-4.09|056.16981|+24.81854
Cl Melotte 22 1613     |Pleiades    | 134.0| |k      | 8.12| 9.76| 0.50|22.30|-4.42|056.96879|+23.94122
Cl Melotte 22 745      |Pleiades    | 134.0| |k      | 8.12| 9.33| 0.48|22.52|-4.37|056.42240|+24.28871
Cl Melotte 22 627      |Pleiades    | 134.0| |k      | 8.12| 9.56| 0.46|22.49|-4.30|056.35052|+24.88600
Cl Melotte 22 1912     |Pleiades    | 134.0| |k      | 8.12| 8.93| 0.45|22.43|-4.61|057.14492|+24.18112
Cl Melotte 22 25       |Pleiades    | 134.0| |k      | 8.12| 9.35| 0.44|22.02|-4.85|055.72965|+24.49308
Cl Melotte 22 1309     |Pleiades    | 134.0| |k      | 8.12| 9.34| 0.43|22.60|-4.28|056.79191|+24.27665
Cl Melotte 22 338      |Pleiades    | 134.0| |k      | 8.12| 8.95| 0.42|22.30|-4.73|056.09811|+24.13266
Cl Melotte 22 1122     |Pleiades    | 134.0| |k      | 8.12| 9.17| 0.42|22.55|-4.39|056.66388|+24.10320
Cl Melotte 22 1338     |Pleiades    | 134.0| |k      | 8.12| 8.57| 0.42|22.12|-5.06|056.81902|+24.12841
Cl Melotte 22 605      |Pleiades    | 134.0| |k      | 8.12| 8.87| 0.40|21.94|-5.12|056.33691|+24.92207
Cl Melotte 22 1266     |Pleiades    | 134.0| |k      | 8.12| 8.16| 0.32|22.61|-4.72|056.76480|+24.81993
Cl Melotte 22 1762     |Pleiades    | 134.0| |k      | 8.12| 8.15| 0.32|22.69|-4.65|057.05648|+24.31842
Cl Melotte 22 697      |Pleiades    | 134.0| |k      | 8.12| 8.48| 0.31|22.14|-5.06|056.39354|+24.46331
Cl Melotte 22 531      |Pleiades    | 134.0| |k      | 8.12| 8.46| 0.30|22.20|-5.01|056.27725|+24.26352
Cl* NGC2632 KW256      |Praesepe    | 194.0| |a,b    | 8.87|12.62| 1.00|22.92|-3.08|130.02381|+19.02520
Cl* NGC2632 KW401      |Praesepe    | 194.0| |a,b    | 8.87|12.97| 1.00|22.57|-3.44|130.37794|+18.87189
Cl* NGC2632 KW55       |Praesepe    | 194.0| |a,b    | 8.87|11.41| 0.84|22.08|-4.31|129.45825|+19.89133
Cl* NGC2632 KW434      |Praesepe    | 194.0| |a,b    | 8.87|11.41| 0.73|22.00|-4.37|130.47658|+19.25742
Cl* NGC2632 KW182      |Praesepe    | 194.0| |a,b    | 8.87|10.32| 0.68|21.78|-4.89|129.87678|+20.06909
Cl* NGC2632 KW325      |Praesepe    | 194.0| |a,b    | 8.87|10.61| 0.61|21.90|-4.71|130.17458|+19.22375
Cl* NGC2632 KW392      |Praesepe    | 194.0| |a,b    | 8.87|10.72| 0.60|22.00|-4.52|130.35770|+19.94360
Cl* NGC2632 KW181      |Praesepe    | 194.0| |a,b    | 8.87|10.47| 0.59|21.90|-4.68|129.85408|+19.45934
Cl* NGC2632 KW34       |Praesepe    | 194.0| |a,b    | 8.87| 9.50| 0.57|21.78|-5.27|129.36747|+19.16235
Cl* NGC2632 KW458      |Praesepe    | 194.0| |a,b    | 8.87| 9.71| 0.55|22.51|-4.44|130.58387|+20.03659
Cl* NGC2632 KW217      |Praesepe    | 194.0| |a,b    | 8.87|10.23| 0.51|22.08|-4.68|129.96809|+19.31267
Cl* NGC2632 KW238      |Praesepe    | 194.0| |a,b    | 8.87|10.30| 0.51|22.00|-4.61|130.00260|+19.80656
Cl* NGC2632 KW142      |Praesepe    | 194.0| |a,b    | 8.87| 9.31| 0.49|22.30|-4.81|129.76179|+19.72473
Cl* NGC2632 KW16       |Praesepe    | 194.0| |a,b    | 8.87| 9.25| 0.47|21.90|-5.20|129.25846|+19.60478
